id	name	latitude	longitude	streetAddress	addressLocality	addressRegion	postalCode	AddressCountry	facility	type
bradford-tribunal-hearing-centre	Bradford Tribunal Hearing Centre	53.80101962274505	-1.711321038477923						Children facilities,Prayer / Quiet room,Disabled access,Loop Hearing,Baby changing facility,Public toilets,Video facilities,Interview room,Disabled toilet,Parking	Tribunal
leeds-social-security-and-child-support-tribunal	Leeds Social Security and Child Support Tribunal	53.79710397549839	-1.55139501516297						Loop Hearing,Interview room,Video facilities,Disabled access,Refreshments,Waiting Room,First Aid,Guide dogs,Public toilets	Tribunal
harrogate-magistrates-court-and-family-court	Harrogate Magistrates' Court and Family Court	53.99032493312922	-1.539637327095139						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Video facilities,Refreshments,Disabled access,Disabled toilet	Family court,Magistrates Court
telford-county-court-and-family-court	Telford County Court and Family Court	52.67822271219396	-2.452256824005605						Baby changing facility,Children facilities,Loop Hearing,Refreshments,Disabled access,Interview room	Family court,County Court
weymouth-magistrates-court	Weymouth Magistrates' Court	50.60840159258562	-2.460105033875808						Guide dogs,Interview room,Loop Hearing,Parking,Video facilities,Disabled access,Refreshments	Magistrates Court
hartlepool-magistrates-court-and-family-hearing-court	Hartlepool Magistrates' Court and Family Hearing Court	54.68578198437893	-1.214005206139601						Guide dogs,Loop Hearing,Video facilities,Refreshments,Disabled access,Interview room	Family court,Magistrates Court
berwick-upon-tweed-magistrates-court	Berwick upon Tweed Magistrates' Court	55.76986356796875	-2.001886906844226						Interview room,Loop Hearing,Disabled access,No parking,Video facilities	Magistrates Court
chippenham-magistrates-court	Chippenham Magistrates' Court	51.45272554310827	-2.111181365804635							
birmingham-civil-and-family-justice-centre	Birmingham Civil and Family Justice Centre	52.48166041292815	-1.895528968759198						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Video facilities,Refreshments,Wireless network connection	County Court,Family court
sunderland-magistrates-court-and-family-court	Sunderland Magistrates' Court and Family Court	54.90719932817427	-1.387828185884307						Interview room,Loop Hearing,Guide dogs,Disabled access,Video facilities,Parking,Refreshments	Magistrates Court,Family court
sheffield-magistrates-court	Sheffield Magistrates' Court	53.38519853604043	-1.464969589947553						Loop Hearing,Guide dogs,Baby changing facility,Video facilities,Disabled access,Interview room,Refreshments	Magistrates Court
durham-crown-court	Durham Crown Court	54.77409204504087	-1.567893652061245						Baby changing facility,Guide dogs,Loop Hearing,Wireless network connection,Video facilities	Crown Court
south-tyneside-magistrates-court-and-family-court	South Tyneside Magistrates' Court and Family Court	54.99302547863772	-1.439085846455114						Guide dogs,Interview room,Loop Hearing,Parking,Video facilities,Refreshments,Disabled access	Family court,Magistrates Court
teesside-magistrates-court-and-family-court	Teesside Magistrates' Court and Family Court	54.5735225552215	-1.234574282012128						Video facilities,Refreshments,Disabled access,Baby changing facility,Guide dogs,Interview room,Loop Hearing	Family court,Magistrates Court
york-magistrates-court-and-family-court	York Magistrates' Court and Family Court	53.95641364774229	-1.081907796767662						Loop Hearing,Video facilities,Interview room,Disabled access,Baby changing facility,First Aid,Guide dogs,Prayer / Quiet room,Public toilets,Waiting Room,Refreshments,Witness care	Family court,Magistrates Court
morpeth-and-berwick-county-court-and-family-court	Morpeth and Berwick County Court and Family Court	55.16678786018197	-1.690495842219978						Guide dogs,Loop Hearing,Disabled access,Interview room,Parking,Children facilities	County Court,Family court
middlesbrough-county-court-at-teesside-combined-court	Middlesbrough County Court at Teesside Combined Court	54.57520891853945	-1.231232180481667						Baby changing facility,Children facilities,Guide dogs,Interview room,Video facilities,Refreshments,Disabled access,Loop Hearing,Parking	County Court,Crown Court
basingstoke-county-court-and-family-court	Basingstoke County Court and Family Court	51.26331532818237	-1.083178243011578						Guide dogs,Interview room,Loop Hearing,Refreshments,Disabled access	County Court
west-cumbria-court-house	West Cumbria Court House	54.64397921486945	-3.542356035799508						Guide dogs,Interview room,Loop Hearing,Parking,Video facilities,Refreshments,Baby changing facility,Disabled access	County Court,Magistrates Court,Family court
truro-county-court-and-family-court	Truro County Court and Family Court	50.26554787935058	-5.056641850544778						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Refreshments,Disabled access,Video facilities	Crown Court,Tribunal,Family court,County Court
huddersfield-county-court-and-family-court	Huddersfield County Court and Family Court	53.642143817099	-1.783451982742265						Baby changing facility,Guide dogs,Interview room,Refreshments,Disabled access,Disabled toilet,Public toilets,Loop Hearing,Waiting Room	Family court,County Court
gateshead-county-court-and-family-court	Gateshead County Court and Family Court	54.95902668805091	-1.600237635089249						Guide dogs,Interview room,Parking,Video facilities,Disabled access,Refreshments	Family court,County Court
chester-civil-and-family-justice-centre	Chester Civil and Family Justice Centre	53.18859317018731	-2.887015538064443						Video facilities,Disabled access,Baby changing facility,Interview room,Children facilities,Guide dogs,Loop Hearing	
doncaster-county-court-and-family-court	Doncaster County Court and Family Court	53.51904086127632	-1.134041122176764						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Refreshments,Disabled access	Family court,County Court
weston-super-mare-county-court-and-family-court	Weston-Super-Mare County Court and Family Court	51.3608031593535	-2.90509473272019						Guide dogs,Interview room,Loop Hearing,Baby changing facility,Refreshments	Magistrates Court,Family court,County Court
lewes-combined-court-centre	Lewes Combined Court Centre	50.87298195727173	0.009512894623533011						Baby changing facility,Children facilities,Guide dogs,Interview room,Wireless network connection,Video facilities,Refreshments,Disabled access,No parking,Loop Hearing	Crown Court
amersham-law-courts	Amersham Law Courts	51.674723	-0.602837						Interview room,Disabled access,Loop Hearing,Refreshments	
hereford-county-court-and-family-court	Hereford County Court and Family Court	52.05616975171077	-2.717275776256729						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Disabled access,Refreshments,Baby changing facility	Family court,County Court
salisbury-law-courts	Salisbury Law Courts	51.07340383179328	-1.810442743397547						Baby changing facility,Disabled access,Loop Hearing,Refreshments,Video facilities,Witness care,Wireless network connection,Guide dogs	County Court,Magistrates Court,Crown Court,Family court
burnley-combined-court-centre	Burnley Combined Court Centre	53.78772809430154	-2.247153367903415						Refreshments,Baby changing facility,Guide dogs,Interview room,Wireless network connection,Parking,Video facilities	Crown Court
chippenham-and-trowbridge-law-courts	Chippenham and Trowbridge Law Courts	51.45272554310827	-2.111181365804635						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Parking,Refreshments	County Court,Magistrates Court,Family court
liverpool-knowsley-magistrates-court	Liverpool & Knowsley Magistrates Court	53.40915102354628	-2.986267951365752						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Refreshments,Disabled access,Video facilities	Magistrates Court
southampton-combined-court-centre	Southampton Combined Court Centre	50.91370565726297	-1.402976893899652						Loop Hearing,Baby changing facility,Interview room,Video facilities,Disabled access,Guide dogs,Wireless network connection,Parking,Refreshments	Crown Court,County Court,Tribunal,Family court
portsmouth-combined-court-centre	Portsmouth Combined Court Centre	50.79577978014757	-1.091162333276412						Wireless network connection,Video facilities	Crown Court,County Court,Family court
winchester-combined-court-centre	Winchester Combined Court Centre	51.06254899810587	-1.319368671610841						Parking,Wireless network connection,Interview room,Video facilities,Refreshments,Disabled access,Baby changing facility,Guide dogs,Loop Hearing	County Court,Family court,Crown Court
barnstaple-county-court-and-family-court	Barnstaple County Court and Family Court	51.08134299066393	-4.065658583070042						Children facilities,Interview room,Loop Hearing,Parking,Refreshments,Disabled access,Guide dogs	County Court,Family court
hmcts-wales-and-the-south-west-enforcement-contact-centre	HMCTS Wales and the South West Enforcement Contact Centre	51.65423235442614	-3.023002610754116							
dorchester-crown-court	Dorchester Crown Court	50.71634793051921	-2.440042156349823						Guide dogs,Interview room,Loop Hearing,Disabled access	Crown Court
neath-magistrates-court-and-family-court	Neath Magistrates' Court and Family Court	51.66304334059604	-3.801910599729937						Video facilities,Refreshments,Disabled access,Waiting Room	Magistrates Court
bankruptcy-court-high-court	Bankruptcy Court (High Court)	51.51589416668207	-0.1096769831185954						Wireless network connection,Interview room,Baby changing facility,Loop Hearing,Video facilities	
aylesbury-crown-court	Aylesbury Crown Court	51.81566526941793	-0.8120318518490925						Interview room,Loop Hearing,No parking,Video facilities,Refreshments	Crown Court
tameside-magistrates-court	Tameside Magistrates' Court	53.48557639318307	-2.102120972524918						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Parking,Video facilities,Refreshments,Disabled access	Magistrates Court
aldershot-magistrates-court	Aldershot Magistrates' Court	51.25032001515684	-0.7692978000956944						Guide dogs,Loop Hearing,Refreshments,Interview room,Video facilities,Disabled access,Video facilities	Magistrates Court
cardiff-probate-registry-of-wales	Cardiff Probate Registry of Wales	51.48211425037113	-3.166483685225312						Guide dogs,Disabled access	
central-london-employment-tribunal	Central London Employment Tribunal	51.51581584397409	-0.1187454258214523						Guide dogs,Loop Hearing,Interview room,Video facilities,Prayer / Quiet room,No parking	Tribunal
barrow-in-furness-magistrates-court	Barrow-in-Furness Magistrates' Court	54.11652097496552	-3.22757705451485						Guide dogs,Video facilities,Disabled access,Parking,Baby changing facility,Interview room,Loop Hearing,Refreshments	Magistrates Court
manchester-immigration-and-asylum-chamber-first-tier-tribunal	Manchester Immigration and Asylum Chamber (First-tier Tribunal)	53.48047288033258	-2.239093869083755						Loop Hearing,Interview room,Prayer / Quiet room,Refreshments,Video facilities	Tribunal
croydon-county-court-and-family-court	Croydon County Court and Family Court	51.373337535123	-0.09214917412393561						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Refreshments,Disabled access	County Court,Family court
north-shields-immigration-and-asylum-tribunal	North Shields Immigration and Asylum Tribunal	54.99761841326092	-1.459514913512023						Video facilities,Interview room,Loop Hearing,Guide dogs,Parking	Tribunal
upper-tribunal-lands-chamber	Upper Tribunal (Lands Chamber)	51.515894166682073773699812591075897217	-0.109676983118595403055017811766447267						Video facilities,Guide dogs,Baby changing facility,Wireless network connection,Interview room	Tribunal
bradford-combined-court-centre	Bradford Combined Court Centre	53.79274521811999	-1.748872250515465						Wireless network connection,Refreshments,Loop Hearing,Interview room,Guide dogs,Video facilities,Baby changing facility,Prayer / Quiet room	County Court,Family court,Crown Court
basingstoke-magistrates-court	Basingstoke Magistrates' Court	51.26331471438149	-1.08317850480075						Guide dogs,Interview room,Disabled access,Video facilities,Refreshments,Loop Hearing,Video facilities	Magistrates Court
bromley-magistrates-court	Bromley Magistrates' Court	51.40762792051944	0.01108142087285594						Baby changing facility,Video facilities	Magistrates Court
birmingham-district-probate-registry	Birmingham District Probate Registry	52.48166135876607	-1.895528937739964						Guide dogs	
birmingham-youth-court	Birmingham Youth Court	52.48335097362067	-1.894965386736062						Guide dogs,Interview room,Loop Hearing,Video facilities	
birmingham-employment-tribunal	Birmingham Employment Tribunal	52.47622407821297	-1.898515825999671						Baby changing facility,Disabled access,Loop Hearing,Interview room,Parking,Guide dogs	Tribunal
blackfriars-crown-court	Blackfriars Crown Court	51.502239	-0.099934						Baby changing facility,Children facilities,Guide dogs,Interview room,Loop Hearing,Wireless network connection,Video facilities	Crown Court
west-yorkshire-enforcement-office	West Yorkshire Enforcement Office	53.74359662105593	-1.599255970794555							
surrey-fixed-penalty-office	Surrey Fixed Penalty Office	51.24529207246317	-0.5823175221210912						Guide dogs,Loop Hearing,Disabled access,Interview room	
high-peak-magistrates-court	High Peak Magistrates' Court	53.25679285511808	-1.913081160818163						Guide dogs,Loop Hearing,Refreshments,Parking,Disabled access,Interview room	Magistrates Court
croydon-employment-tribunal	Croydon Employment Tribunal	51.37968125719014	-0.1045741952570924						Loop Hearing,Interview room,Disabled access,No parking	Tribunal
newcastle-social-security-and-child-support-tribunal	Newcastle Social Security and Child Support Tribunal	54.97384571292307	-1.605948870714215						Video facilities,Loop Hearing,Interview room,Refreshments	Tribunal
blackpool-magistrates-court	Blackpool Magistrates' Court	53.8118075405438	-3.053836873269933						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Parking,Refreshments,Disabled access,Video facilities	Magistrates Court
birmingham-crown-court	Birmingham Crown Court	52.48308859922231	-1.894156156499427						Interview room,Loop Hearing,Wireless network connection,Video facilities,Refreshments	Crown Court
beverley-magistrates-court-and-family-court	Beverley Magistrates' Court and Family Court	53.84052313074718	-0.4286689967539282						Guide dogs,Interview room,Loop Hearing,Parking,Video facilities,Refreshments	Family court,Magistrates Court
coventry-magistrates-court	Coventry Magistrates' Court	52.40583226251002	-1.50762739318735						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Video facilities,Refreshments,Disabled access	Magistrates Court
bournemouth-crown-court	Bournemouth Crown Court	50.74795220551508	-1.81626549328006						Baby changing facility,Children facilities,Guide dogs,Interview room,Loop Hearing,Video facilities,Refreshments,Wireless network connection,Parking	Crown Court
bury-st-edmunds-crown-court	Bury St Edmunds Crown Court	52.24250246577958	0.7195633365828391						Baby changing facility,Guide dogs,Interview room,Refreshments,Loop Hearing,Video facilities	Crown Court
bury-st-edmunds-employment-tribunal	Bury St Edmunds Employment Tribunal	52.23764868776728	0.7218005528885255						Guide dogs,Interview room,Disabled access,Refreshments,Parking	Tribunal
boston-county-court-and-family-court	Boston County Court and Family Court	52.98305915224784	-0.02498226047081322						Guide dogs,Interview room,Baby changing facility,Disabled access,Disabled toilet,Parking	County Court,Family court
birmingham-magistrates-court	Birmingham Magistrates' Court	52.48373578268519	-1.89405152964037						Guide dogs,Interview room,Loop Hearing,Baby changing facility,Video facilities,Refreshments	Magistrates Court
bridlington-magistrates-court-and-family-court	Bridlington Magistrates' Court and Family Court	54.085103	-0.200095						Guide dogs,Loop Hearing,Parking,Refreshments,Interview room,Video facilities	Family court,Magistrates Court
yarlswood-immigration-and-asylum-hearing-centre	Yarlswood Immigration and Asylum Hearing Centre	52.19658709381977	-0.4898188424223279						Baby changing facility,Guide dogs,Loop Hearing,Interview room,Parking,Refreshments,Video facilities	
bournemouth-magistrates-court	Bournemouth Magistrates' Court	50.72311298638961	-1.868878252133823						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Video facilities,Refreshments	Magistrates Court
bristol-magistrates-court	Bristol Magistrates' Court	51.45944932985869	-2.593335301664942						Baby changing facility,Loop Hearing,Interview room,Video facilities,Refreshments	Magistrates Court
blackburn-magistrates-court	Blackburn Magistrates' Court	53.74982981481926	-2.486135487688445						Interview room,Parking,Disabled access,Loop Hearing,Video facilities	Magistrates Court
burnley-magistrates-court	Burnley Magistrates' Court	53.78707325015339	-2.242125636241213						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Video facilities,Refreshments,Disabled access,Parking	Magistrates Court
bolton-magistrates-court	Bolton Magistrates' Court	53.57870600163137	-2.43167028202129						Guide dogs,Interview room,Loop Hearing,Disabled access,Baby changing facility,Video facilities	Magistrates Court
caernarfon-crown-court	Caernarfon Crown Court	53.14043024078838	-4.264335617925146						Guide dogs,Loop Hearing,Baby changing facility,Disabled access,Refreshments,Parking,Prayer / Quiet room,Wireless network connection,Interview room,Video facilities	Crown Court
cambridge-crown-court	Cambridge Crown Court	52.20690001091643	0.1367991219911122						Baby changing facility,Guide dogs,Interview room,Wireless network connection,Parking,Refreshments,Disabled access,Video facilities,Loop Hearing	Crown Court
bristol-crown-court	Bristol Crown Court	51.45479220400507	-2.595001947806705						Baby changing facility,Guide dogs,Loop Hearing,No parking,Interview room,Wireless network connection,Video facilities,Refreshments,Prayer / Quiet room,Waiting Room	Crown Court
willesden-magistrates-court	Willesden Magistrates' Court	51.54948434653862	-0.2477012889161268						Baby changing facility,Children facilities,Guide dogs,Parking,Video facilities,Refreshments,Interview room,Loop Hearing	Magistrates Court
cardiff-crown-court	Cardiff Crown Court	51.4845564138425	-3.180256367682559						Baby changing facility,Children facilities,Disabled access,Guide dogs,Interview room,Loop Hearing,Public toilets,Refreshments,Witness care,Video facilities,Wireless network connection	Crown Court
northern-derbyshire-magistrates-court-and-family-court--2	Northern Derbyshire Magistrates' Court (Buxton)	53.25679285511808	-1.913081160818163						Guide dogs,Loop Hearing,Parking,Refreshments,Disabled access,Interview room	Magistrates Court,Family court
chester-crown-court	Chester Crown Court	53.18600545658223	-2.891826082532298						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Wireless network connection,Video facilities,Refreshments,Disabled access	Crown Court
carlisle-magistrates-court	Carlisle Magistrates' Court	54.89751772005305	-2.93553374174145						Guide dogs,Interview room,Loop Hearing,Parking,Video facilities,Refreshments,Disabled access,Baby changing facility	Magistrates Court
bury-and-rochdale-magistrates-court	Bury and Rochdale Magistrates' Court	53.59303601338309	-2.305435402514594						Guide dogs,Interview room,Loop Hearing,Refreshments,Baby changing facility,Disabled access,No parking	Magistrates Court
camberwell-green-magistrates-court	Camberwell Green Magistrates' Court	51.47377699660613	-0.09654322039322955						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Video facilities,Refreshments	Magistrates Court
preston-combined-court-centre	Preston Combined Court Centre	53.76239428021956	-2.698982941537473						Children facilities,Guide dogs,Baby changing facility,Interview room,Loop Hearing,Wireless network connection,Refreshments,Disabled access,Video facilities	Crown Court
sutton-social-security-and-child-support-tribunal	Sutton Social Security and Child Support Tribunal	51.35993203267159	-0.1932381975526314						Baby changing facility,Loop Hearing,Video facilities,No parking	Tribunal
central-criminal-court	Central Criminal Court	51.51549205198573	-0.1019966744505173						Loop Hearing,Video facilities,Interview room,Wireless network connection,Refreshments,Disabled access	
upper-tribunal-immigration-and-asylum-chamber	Upper Tribunal Immigration and Asylum Chamber	51.5161650341844	-0.1108182958827761						Baby changing facility,Loop Hearing,Interview room,Prayer / Quiet room,No parking,Refreshments,Video facilities,Guide dogs	Tribunal
chelmsford-crown-court	Chelmsford Crown Court	51.73721305791375	0.4759906569327328						Loop Hearing,Disabled access,Guide dogs,Refreshments,Video facilities,Wireless network connection	Crown Court
chester-magistrates-court	Chester Magistrates' Court	53.18763788588225	-2.893506207575379						Guide dogs,Interview room,Loop Hearing,Video facilities,Refreshments,Disabled access	Magistrates Court
dudley-magistrates-court	Dudley Magistrates' Court	52.50973201931085	-2.087874368312748						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Video facilities,Refreshments,Disabled access	Magistrates Court
kendal-magistrates-court	Kendal Magistrates' Court	54.3346957498346	-2.747967497960563						Baby changing facility,Loop Hearing,Guide dogs,Parking,Refreshments,Disabled access,Interview room	Magistrates Court
derby-combined-court-centre	Derby Combined Court Centre	52.92245050115016	-1.473009236399936						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Wireless network connection,Refreshments,Disabled access,No parking	Crown Court
devon-cornwall-fixed-penalty-office	Devon & Cornwall Fixed Penalty Office	50.36558388790405	-4.105463543393149						Loop Hearing,Disabled access	
inner-london-family-proceedings-court	Inner London Family Proceedings Court	51.51761090177792	-0.1388214502596158						Baby changing facility,Children facilities,Guide dogs,Interview room,Loop Hearing,Refreshments,Disabled access,Video facilities	Family court
derby-magistrates-court	Derby Magistrates' Court	52.92462144903158	-1.479914339054746						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Video facilities,Disabled access,Refreshments	Magistrates Court
kingston-upon-hull-magistrates-court-and-family-court	Kingston-upon-Hull Magistrates' Court and Family Court	53.744072	-0.326561						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Video facilities,Refreshments,Disabled access,Parking	Family court,Magistrates Court
dover-magistrates-court	Dover Magistrates' Court	51.12790773839598	1.313685406528092						Baby changing facility,Guide dogs,Loop Hearing,Refreshments,Disabled access	Magistrates Court,Family court
guildford-crown-court	Guildford Crown Court	51.238767084209	-0.5789514558341263						Guide dogs,Loop Hearing,Wireless network connection,Refreshments,Disabled access,Video facilities	Crown Court
gloucester-crown-court	Gloucester Crown Court	51.86645377015608	-2.248600403071705						Guide dogs,Loop Hearing,Interview room,Wireless network connection,Parking,Video facilities,Refreshments,Disabled access	Crown Court
harrow-crown-court	Harrow Crown Court	51.59382382132144	-0.3398093254651581						Baby changing facility,Loop Hearing,Wireless network connection,Parking,Refreshments,Guide dogs,Interview room,Disabled access,Video facilities	Crown Court
hereford-magistrates-court	Hereford Magistrates' Court	52.05708079199627	-2.710989875732168						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Video facilities,Refreshments,Disabled access	Magistrates Court
hereford-crown-court	Hereford Crown Court	52.05619	-2.712536						Loop Hearing,Disabled access,Guide dogs,Interview room	Crown Court
ipswich-district-probate-registry	Ipswich District Probate Registry	52.05779497745515	1.151177327990838						Guide dogs,Disabled access	
isleworth-crown-court	Isleworth Crown Court	51.47921655375414	-0.3403301314615689						Baby changing facility,Children facilities,Interview room,Loop Hearing,Wireless network connection,Parking,Refreshments,Disabled access,Video facilities	Crown Court
leicester-magistrates-court	Leicester Magistrates' Court	52.63224625245266	-1.134345846011187						Video facilities	Magistrates Court
kingston-upon-thames-crown-court	Kingston-upon-Thames Crown Court	51.40588218897574	-0.3044248138131593						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Wireless network connection,Video facilities,Refreshments,Disabled access	Crown Court
hull-and-holderness-magistrates-court-and-family-court	Hull and Holderness Magistrates' Court and Family Court	53.740995	-0.332702						Interview room,Guide dogs,Baby changing facility,Disabled access,Video facilities,Loop Hearing,Refreshments	Family court,Magistrates Court
mold-magistrates-court-and-family-court	Mold Magistrates' Court and Family Court	53.17700279051488	-3.137170826790298						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Refreshments,Disabled access,Wireless network connection	Magistrates Court
hendon-magistrates-court	Hendon Magistrates' Court	51.58187096365993	-0.2456474632392328						Baby changing facility,Guide dogs,Interview room,Loop Hearing	Magistrates Court
king-s-lynn-crown-court	King's Lynn Crown Court	52.75172160271178	0.3940042587247044						Guide dogs,Interview room,Loop Hearing,Disabled access	Crown Court
ipswich-crown-court	Ipswich Crown Court	52.05365400308374	1.143211110445379						Guide dogs,Interview room,Loop Hearing,Wireless network connection,Video facilities,Refreshments,Disabled access,Baby changing facility,Video facilities	Crown Court
kidderminster-magistrates-court	Kidderminster Magistrates' Court	52.384179201788	-2.240893319422101						Baby changing facility,Interview room,Loop Hearing,Parking,Video facilities,Refreshments,Disabled access,Guide dogs	Magistrates Court
merthyr-tydfil-combined-court-centre	Merthyr Tydfil Combined Court Centre	51.74777749758063	-3.381026178550222						Baby changing facility,Interview room,Loop Hearing,Parking,Refreshments,Disabled access,Guide dogs,Video facilities,Prayer / Quiet room	Crown Court
leicester-crown-court	Leicester Crown Court	52.63005253798484	-1.127105356871472						Interview room,Loop Hearing,Baby changing facility,Children facilities,Wireless network connection,Video facilities,Guide dogs,Refreshments,Disabled access	Crown Court
lincoln-crown-court	Lincoln Crown Court	53.23458990462412	-0.5405761144906363						Guide dogs,Interview room,Loop Hearing,Refreshments,Wireless network connection,Video facilities,Disabled access	Crown Court
lincoln-magistrates-court	Lincoln Magistrates' Court	53.22460215586209	-0.5420241935584984						Baby changing facility,Guide dogs,Disabled access,Interview room,Video facilities,Refreshments	Magistrates Court
llandudno-magistrates-court-and-family-court	Llandudno Magistrates' Court and Family Court	53.32020886254219	-3.823278029784428						Guide dogs,Interview room,Loop Hearing,Video facilities,Disabled access,Prayer / Quiet room,Parking,Baby changing facility,Refreshments	Magistrates Court
lincoln-county-court-and-family-court	Lincoln County Court and Family Court	53.22446609322916	-0.5411899596916334						Baby changing facility,Children facilities,Guide dogs,Loop Hearing,Refreshments,Disabled access,Interview room	Family court,County Court
southport-magistrates-court	Southport Magistrates' Court	53.65241256333132	-2.997385233796136						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Disabled access	Magistrates Court
leamington-spa-magistrates-court	Leamington Spa Magistrates' Court	52.28883110129277	-1.533936266242453						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Video facilities,Refreshments,Disabled access,Wireless network connection	Magistrates Court
barkingside-magistrates-court	Barkingside  Magistrates' Court	51.58771250105647	0.08141674810366231						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Parking,Video facilities,Refreshments,Disabled access	Magistrates Court
mold-crown-court	Mold Crown Court	53.17700279051488	-3.137170826790298						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Wireless network connection,Refreshments,Disabled access,Video facilities	Crown Court
luton-crown-court	Luton Crown Court	51.87796790462835	-0.4139457828183865						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Wireless network connection,Video facilities,Refreshments,Disabled access	Crown Court
walsall-county-and-family-court	Walsall County and Family Court	52.58476421718164	-1.977817968071514						Baby changing facility,Children facilities,Guide dogs,Interview room,Loop Hearing,Refreshments,Disabled access	Family court,County Court
nottingham-crown-court	Nottingham Crown Court	52.94854105243607	-1.146650301665879						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Wireless network connection,Video facilities,Disabled access,Refreshments	Crown Court
manchester-crown-court-crown-square	Manchester Crown Court (Crown Square)	53.48012232694553	-2.252201156281677						Baby changing facility,Guide dogs,Loop Hearing,Wireless network connection,Refreshments,Disabled access,Interview room,Video facilities	Crown Court
redditch-magistrates-court	Redditch Magistrates' Court	52.30630196057233	-1.93694845648063						Baby changing facility,Interview room,Loop Hearing,Video facilities,Refreshments,Guide dogs,Disabled access,No parking,Baby changing facility	Magistrates Court
manchester-and-salford-magistrates-court	Manchester and Salford Magistrates' Court	53.48012232694553	-2.252201156281677						Refreshments,Disabled access,Baby changing facility,Guide dogs,Interview room,Loop Hearing,Video facilities,Wireless network connection	Magistrates Court
manchester-crown-court-minshull-st	Manchester Crown Court (Minshull St)	53.47867447582347	-2.234925090404637						Loop Hearing,Video facilities,Baby changing facility,Refreshments	Crown Court
northampton-magistrates-court-office	Northampton Magistrates' Court Office	52.27755842625879	-0.873713796762021							Magistrates Court
newcastle-district-probate-registry	Newcastle District Probate Registry	54.96962552584358	-1.62115770629835						Guide dogs,Disabled access	
north-shields-county-court-and-family-court	North Shields County Court and Family Court	54.99761841326092	-1.459514913512023						Interview room,Loop Hearing,Parking,Refreshments,Disabled access,Video facilities	Family court,County Court
nottingham-county-court-and-family-court	Nottingham County Court and Family Court	52.94854105243607	-1.146650301665879						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Video facilities,Refreshments,Disabled access	County Court,Family court
south-worcestershire-magistrates-court	South Worcestershire Magistrates' Court	52.19692663320755	-2.224326500367849							Magistrates Court
northallerton-magistrates-court-and-family-court	Northallerton Magistrates' Court and Family Court	54.33348577600144	-1.435884883068036						Baby changing facility,Guide dogs,Interview room,Video facilities,Refreshments,Disabled access,Loop Hearing,Disabled toilet,Prayer / Quiet room,public pay phone,Public toilets,Waiting Room	Family court,Magistrates Court
shrewsbury-crown-court	Shrewsbury Crown Court	52.70461857880404	-2.731136155006492						Guide dogs,Interview room,Loop Hearing,Parking,Refreshments,Disabled access	Crown Court
peterborough-magistrates-court	Peterborough Magistrates' Court	52.56975274912651	-0.2415306787918396						Guide dogs,Interview room,Loop Hearing,Video facilities,Disabled access,Refreshments	Magistrates Court
st-helens-magistrates-court	St Helens Magistrates' Court	53.45494532549212	-2.736480561068445						Guide dogs,Interview room,Loop Hearing,Video facilities,Disabled access,Baby changing facility,Refreshments	Magistrates Court
pontypridd-magistrates-court-and-family-court	Pontypridd Magistrates' Court and Family Court	51.59837769352312	-3.34079718441666						Children facilities,Disabled access,Guide dogs,Interview room,Loop Hearing,Prayer / Quiet room,public pay phone,Refreshments,Wireless network connection,Witness care	Magistrates Court
oxford-district-probate-registry	Oxford District Probate Registry	51.75201800656414	-1.261122979073233						Guide dogs,Disabled access	
snaresbrook-crown-court	Snaresbrook Crown Court	51.58101790810205	0.01728429562993307						Loop Hearing,Guide dogs,Interview room,Prayer / Quiet room,Wireless network connection,Parking,Video facilities,Refreshments,Disabled access,Children facilities,Baby changing facility	Crown Court
nottingham-justice-centre	Nottingham Justice Centre	52.94728284524959	-1.149354176776938						Baby changing facility,Guide dogs,Interview room,Loop Hearing,Video facilities,Refreshments,Disabled access	Magistrates Court
